time,source,id,battery_ok,temperature_C,humidity,wind_avg_m_s,wind_dir_deg
2026-01-19 00:00:00,chmi,11519,,-1.1,58.0,4.7,
2026-01-20 00:00:00,chmi,11519,,-3.7,68.0,2.7,
2026-01-21 00:00:00,chmi,11519,,-5.1,73.0,1.3,
2026-01-22 00:00:00,chmi,11519,,-5.5,74.0,2.0,
2026-01-23 00:00:00,chmi,11519,,-4.4,74.0,2.1,
2026-01-24 00:00:00,chmi,11519,,-2.0,80.0,1.2,
2026-01-25 00:00:00,chmi,11519,,2.0,89.0,1.6,
2026-01-26 00:00:00,chmi,11519,,2.0,78.0,2.6,
2026-01-27 00:00:00,chmi,11519,,0.6,77.0,1.7,
2026-01-28 00:00:00,chmi,11519,,1.3,80.0,2.7,
2026-01-29 00:00:00,chmi,11519,,0.2,91.0,1.9,
2026-01-30 00:00:00,chmi,11519,,0.2,89.0,1.8,
2026-01-31 00:00:00,chmi,11519,,-0.7,82.0,2.3,
2026-02-01 00:00:00,chmi,11519,,-2.7,76.0,2.3,
2026-02-02 00:00:00,chmi,11519,,-1.6,80.0,3.0,
2026-02-03 00:00:00,chmi,11519,,-0.4,84.0,3.4,
2026-02-04 00:00:00,chmi,11519,,1.3,87.0,2.4,
2026-02-05 00:00:00,chmi,11519,,4.2,87.0,2.1,
2026-02-06 00:00:00,chmi,11519,,3.9,86.0,2.4,
2026-02-07 00:00:00,chmi,11519,,3.5,86.0,1.8,
2026-02-08 00:00:00,chmi,11519,,3.2,85.0,2.0,
2026-02-09 00:00:00,chmi,11519,,2.8,83.0,1.8,
2026-02-10 00:00:00,chmi,11519,,3.5,72.0,1.8,
2026-02-11 00:00:00,chmi,11519,,5.8,84.0,2.7,
2026-02-12 00:00:00,chmi,11519,,8.8,71.0,4.2,
2026-02-13 00:00:00,chmi,11519,,6.8,74.0,4.3,
2026-02-14 00:00:00,chmi,11519,,1.6,76.0,4.0,
2026-02-15 00:00:00,chmi,11519,,-1.8,58.0,3.1,
2026-02-16 00:00:00,chmi,11519,,-2.2,85.0,1.7,
2026-02-17 00:00:00,chmi,11519,,2.5,77.0,3.2,
2026-02-18 00:00:00,chmi,11519,,1.7,73.0,3.6,
2026-02-19 00:00:00,chmi,11519,,-0.8,76.0,3.5,
2026-02-20 00:00:00,chmi,11519,,-1.3,56.0,2.3,
2026-02-21 00:00:00,chmi,11519,,5.9,74.0,4.1,
2026-02-22 00:00:00,chmi,11519,,9.6,80.0,5.9,
2026-02-23 00:00:00,chmi,11519,,9.6,64.0,5.4,
2026-02-24 00:00:00,chmi,11519,,6.2,71.0,2.9,
2026-02-25 00:00:00,chmi,11519,,6.6,74.0,1.4,
2026-02-26 00:00:00,chmi,11519,,7.0,74.0,1.2,
2026-02-27 00:00:00,chmi,11519,,6.2,81.0,1.5,
2026-02-28 00:00:00,chmi,11519,,5.9,82.0,1.5,
2026-03-01 00:00:00,chmi,11519,,4.8,88.0,2.3,
2026-03-02 00:00:00,chmi,11519,,2.0,91.0,1.1,
2026-03-03 00:00:00,chmi,11519,,4.3,82.0,1.2,
2026-03-04 00:00:00,chmi,11519,,6.7,70.0,0.8,
2026-03-05 00:00:00,chmi,11519,,6.7,70.0,1.0,
2026-03-06 00:00:00,chmi,11519,,8.1,65.0,1.7,
2026-03-07 00:00:00,chmi,11519,,9.9,60.0,2.1,
2026-03-08 00:00:00,chmi,11519,,8.8,60.0,1.5,
2026-03-09 00:00:00,chmi,11519,,11.2,48.0,1.9,
2026-03-10 00:00:00,chmi,11519,,10.7,55.0,2.6,
2026-03-11 00:00:00,chmi,11519,,10.4,62.0,2.7,
2026-03-12 00:00:00,chmi,11519,,8.4,81.0,1.8,
2026-03-13 00:00:00,chmi,11519,,10.2,56.0,3.3,
2026-03-14 00:00:00,chmi,11519,,10.3,61.0,2.9,
2026-03-15 00:00:00,chmi,11519,,7.4,69.0,1.7,
2026-03-16 00:00:00,chmi,11519,,5.7,66.0,5.8,
2026-03-17 00:00:00,chmi,11519,,5.9,57.0,1.9,
2026-03-18 00:00:00,chmi,11519,,8.7,56.0,2.7,
2026-03-19 00:00:00,chmi,11519,,9.2,53.0,2.1,
2026-03-20 00:00:00,chmi,11519,,7.8,61.0,2.1,
2026-03-21 00:00:00,chmi,11519,,7.7,63.0,2.5,
2026-03-22 00:00:00,chmi,11519,,9.3,48.0,2.8,
2026-03-23 00:00:00,chmi,11519,,8.1,54.0,1.3,
2026-03-24 00:00:00,chmi,11519,,9.8,49.0,2.9,
2026-03-25 00:00:00,chmi,11519,,9.3,52.0,5.9,
2026-03-26 00:00:00,chmi,11519,,4.7,60.0,4.1,
2026-03-27 00:00:00,chmi,11519,,3.6,50.0,4.7,
2026-03-28 00:00:00,chmi,11519,,6.1,44.0,2.4,
2026-03-29 00:00:00,chmi,11519,,5.4,61.0,3.3,
2026-03-30 00:00:00,chmi,11519,,4.8,66.0,4.1,
2026-03-31 00:00:00,chmi,11519,,6.1,62.0,3.6,
2026-04-01 00:00:00,chmi,11519,,7.5,56.0,2.2,
2026-04-02 00:00:00,chmi,11519,,7.9,53.0,2.4,
2026-04-03 00:00:00,chmi,11519,,8.8,54.0,2.7,
2026-04-04 00:00:00,chmi,11519,,11.8,65.0,5.1,
2026-04-05 00:00:00,chmi,11519,,16.9,47.0,5.6,
2026-04-06 00:00:00,chmi,11519,,10.7,34.0,4.1,
2026-04-07 00:00:00,chmi,11519,,9.0,39.0,3.2,
2026-04-08 00:00:00,chmi,11519,,8.4,43.0,2.5,
2026-04-09 00:00:00,chmi,11519,,6.8,39.0,3.2,
2026-04-10 00:00:00,chmi,11519,,3.6,67.0,1.7,
2026-04-11 00:00:00,chmi,11519,,7.4,56.0,1.7,
2026-04-12 00:00:00,chmi,11519,,8.0,56.0,2.4,
2026-04-13 00:00:00,chmi,11519,,11.9,44.0,3.9,
2026-04-14 00:00:00,chmi,11519,,12.4,56.0,3.0,
2026-04-15 00:00:00,chmi,11519,,13.2,63.0,1.5,
2026-04-16 00:00:00,chmi,11519,,15.2,55.0,1.7,
2026-04-17 00:00:00,chmi,11519,,15.5,47.0,2.2,
2026-04-18 00:00:00,chmi,11519,,15.4,49.0,1.5,
2026-04-19 00:00:00,chmi,11519,,10.4,76.0,3.4,
2026-04-20 00:00:00,chmi,11519,,6.3,77.0,3.5,
2026-04-21 00:00:00,chmi,11519,,8.5,57.0,2.9,
2026-04-22 00:00:00,chmi,11519,,10.5,43.0,2.7,
2026-04-23 00:00:00,chmi,11519,,12.8,35.0,4.1,
2026-04-24 00:00:00,chmi,11519,,11.4,54.0,2.7,
2026-04-25 00:00:00,chmi,11519,,14.8,38.0,4.1,
2026-04-26 00:00:00,chmi,11519,,10.3,39.0,3.0,
2026-04-27 00:00:00,chmi,11519,,12.2,39.0,2.3,
2026-04-28 00:00:00,chmi,11519,,12.2,35.0,2.6,
2026-04-29 00:00:00,chmi,11519,,9.3,28.0,2.9,
2026-04-30 00:00:00,chmi,11519,,10.7,37.0,1.8,
2026-05-01 00:00:00,chmi,11519,,14.6,44.0,1.5,
2026-05-02 00:00:00,chmi,11519,,17.8,37.0,1.5,
2026-05-03 00:00:00,chmi,11519,,20.8,32.0,2.5,
2026-05-04 00:00:00,chmi,11519,,19.7,43.0,1.4,
2026-05-05 00:00:00,chmi,11519,,19.4,56.0,2.6,
2026-05-06 00:00:00,chmi,11519,,16.7,67.0,1.4,
2026-05-07 00:00:00,chmi,11519,,12.7,72.0,4.5,
2026-05-08 00:00:00,chmi,11519,,11.6,67.0,2.3,
2026-05-09 00:00:00,chmi,11519,,13.2,61.0,1.9,
2026-05-10 00:00:00,chmi,11519,,16.7,49.0,1.9,
2026-05-11 00:00:00,chmi,11519,,13.7,67.0,4.7,
2026-05-12 00:00:00,chmi,11519,,7.7,63.0,6.5,
2026-05-13 00:00:00,chmi,11519,,11.1,50.0,4.6,
2026-05-14 00:00:00,chmi,11519,,12.0,53.0,3.9,
2026-05-15 00:00:00,chmi,11519,,12.3,55.0,2.1,
2026-05-16 00:00:00,chmi,11519,,11.5,61.0,2.0,
2026-05-17 00:00:00,chmi,11519,,13.6,44.0,1.9,
2026-05-18 00:00:00,chmi,11519,,14.7,47.0,1.3,
2026-05-19 00:00:00,chmi,11519,,16.8,45.0,1.8,
2026-05-20 00:00:00,chmi,11519,,16.8,54.0,3.0,
2026-05-21 00:00:00,chmi,11519,,17.9,50.0,2.6,
2026-05-22 00:00:00,chmi,11519,,19.9,50.0,1.8,
2026-05-23 00:00:00,chmi,11519,,22.2,49.0,1.1,
2026-09-07 00:00:00,chmi,11519,,18.9,56.0,1.4,
2026-09-08 00:00:00,chmi,11519,,24.5,48.0,2.8,
2026-09-09 00:00:00,chmi,11519,,18.1,76.0,3.2,
2026-09-10 00:00:00,chmi,11519,,15.9,57.0,2.0,
